Year,Economy,Economy Label,TEU (Twenty foot Equivalent Unit),TEU (Twenty foot Equivalent Unit) Footnote,TEU (Twenty foot Equivalent Unit) Missing value
2021,024,"Angola",628348,,
2021,028,"Antigua and Barbuda",29000,,
2021,032,"Argentina",1798923,,
2021,533,"Aruba",57062,,
2021,036,"Australia",9254828,,
2021,044,"Bahamas",1761742,,
2021,048,"Bahrain",404904,,
2021,050,"Bangladesh",3271732,,
2021,052,"Barbados",93899,,
2021,056,"Belgium",13095258,,
2021,084,"Belize",42478,,
2021,076,"Brazil",11801530,,
2021,096,"Brunei Darussalam",110430,,
2021,100,"Bulgaria",245160,,
2021,132,"Cabo Verde",79754,,
2021,116,"Cambodia",732387,,
2021,120,"Cameroon",360512,,
2021,124,"Canada",7169607,,
2021,136,"Cayman Islands",,,"Not publishable"
2021,152,"Chile",4335451,,
2021,156,"China",256945700,,
2021,344,"China, Hong Kong SAR",17772000,,
2021,158,"China, Taiwan Province of",15453000,,
2021,170,"Colombia",4901510,,
2021,178,"Congo",1003734,,
2021,188,"Costa Rica",1523198,,
2021,384,"Cote d'Ivoire",1042418,,
2021,191,"Croatia",379623,,
2021,192,"Cuba",246352,,
2021,531,"Curacao",92640,,
2021,196,"Cyprus",319131,,
2021,180,"Dem. Rep. of the Congo",,,"Not publishable"
2021,208,"Denmark",1054552,,
2021,262,"Djibouti",692000,,
2021,214,"Dominican Republic",2184754,,
2021,218,"Ecuador",2370031,,
2021,818,"Egypt",7226065,,
2021,222,"El Salvador",294326,,
2021,226,"Equatorial Guinea",,,"Not publishable"
2021,233,"Estonia",226689,,
2021,246,"Finland",1409037,,
2021,250,"France",5522541,,
2021,254,"French Guiana",68000,,
2021,258,"French Polynesia",80220,,
2021,266,"Gabon",154474,,
2021,268,"Georgia",401269,,
2021,276,"Germany",14710963,,
2021,288,"Ghana",1604724,,
2021,300,"Greece",6077102,,
2021,308,"Grenada",19505,,
2021,312,"Guadeloupe",238680,,
2021,316,"Guam",,,"Not publishable"
2021,320,"Guatemala",1735500,,
2021,324,"Guinea",,,"Not publishable"
2021,328,"Guyana",58377,,
2021,332,"Haiti",193900,,
2021,340,"Honduras",824876,,
2021,352,"Iceland",360000,,
2021,356,"India",19561769,,
2021,360,"Indonesia",12906100,,
2021,364,"Iran (Islamic Republic of)",,,"Not publishable"
2021,372,"Ireland",1143007,,
2021,376,"Israel",3132678,,
2021,380,"Italy",11303247,,
2021,388,"Jamaica",1975401,,
2021,392,"Japan",22353354,,
2021,400,"Jordan",765662,,
2021,404,"Kenya",1435565,,
2021,428,"Latvia",434146,,
2021,422,"Lebanon",640263,,
2021,434,"Libya",422100,,
2021,440,"Lithuania",666775,,
2021,458,"Malaysia",28261849,,
2021,470,"Malta",3075918,,
2021,474,"Martinique",171127,,
2021,480,"Mauritius",436398,,
2021,175,"Mayotte",,,"Not publishable"
2021,484,"Mexico",7852417,,
2021,499,"Montenegro",38352,,
2021,504,"Morocco",8448850,,
2021,508,"Mozambique",440582,"Estimated",
2021,104,"Myanmar",694016,,
2021,516,"Namibia",155980,,
2021,528,"Netherlands (Kingdom of the)",15781756,,
2021,530,"Netherlands Antilles",,,"Not applicable"
2021,540,"New Caledonia",107834,,
2021,554,"New Zealand",3249262,,
2021,558,"Nicaragua",172544,,
2021,566,"Nigeria",1566109,,
2021,578,"Norway",881238,,
2021,512,"Oman",5238968,,
2021,586,"Pakistan",3548000,,
2021,591,"Panama",8623927,,
2021,598,"Papua New Guinea",,,"Not publishable"
2021,604,"Peru",2874109,,
2021,608,"Philippines",8674859,,
2021,616,"Poland",3187943,,
2021,620,"Portugal",3294407,,
2021,630,"Puerto Rico",1490218,,
2021,634,"Qatar",1543591,,
2021,410,"Republic of Korea",29786900,,
2021,638,"Reunion",392937,,
2021,642,"Romania",631964,,
2021,643,"Russian Federation",5260849,,
2021,662,"Saint Lucia",35538,,
2021,670,"Saint Vincent and the Grenadines",21000,,
2021,882,"Samoa",43933,,
2021,682,"Saudi Arabia",9875946,,
2021,686,"Senegal",769358,,
2021,702,"Singapore",37571200,,
2021,534,"Sint Maarten (Dutch part)",,,"Not publishable"
2021,705,"Slovenia",997000,,
2021,710,"South Africa",4415223,,
2021,724,"Spain",17712459,,
2021,144,"Sri Lanka",7250000,,
2021,729,"Sudan",320274,,
2021,736,"Sudan (...2011)",,,"Not applicable"
2021,740,"Suriname",109600,,
2021,752,"Sweden",1635183,,
2021,760,"Syrian Arab Republic",,,"Not publishable"
2021,764,"Thailand",10436689,,
2021,768,"Togo",1986131,,
2021,780,"Trinidad and Tobago",410393,,
2021,788,"Tunisia",469658,,
2021,792,"Turkiye",12591327,,
2021,804,"Ukraine",1022376,,
2021,784,"United Arab Emirates",19236164,,
2021,826,"United Kingdom",10290181,,
2021,834,"United Republic of Tanzania",700000,,
2021,840,"United States",60874671,,
2021,858,"Uruguay",977922,,
2021,862,"Venezuela (Bolivarian Rep. of)",221801,"Estimated",
2021,704,"Viet Nam",19821048,,
2021,887,"Yemen",418711,,
2021,5600,"Asia and Oceania",564538848,,
2021,5702,"Northern America and Europe",188626133,,
2021,5706,"Europe, Northern America, Australia and New Zealand",201130223,,
2021,5703,"Central and Southern Asia",35181805,,
2021,5704,"Eastern and South-Eastern Asia",461519532,,
2021,5705,"Western Asia and Northern Africa",73366069,,
2021,1400,"Developing economies",592982681,,
2021,1410,"Developing economies: Africa",36790430,,
2021,1411,"Developing economies: Northern Africa",18554107,,
2021,1412,"Developing economies: Sub-Saharan Africa",18236323,,
2021,1420,"Developing economies: Americas",59749556,,
2021,1460,"Developing economies: Asia and Oceania",496442695,,
2021,1430,"Developing economies: Asia",495921236,,
2021,1433,"Developing economies: Eastern Asia",290170700,,
2021,1435,"Developing economies: South-eastern Asia",119208578,,
2021,1432,"Developing economies: Southern Asia",35181805,,
2021,1434,"Developing economies: Western Asia",51360153,,
2021,1450,"Developing economies: Oceania",521459,,
2021,1500,"Developed economies",256722286,,
2021,1520,"Developed economies: Americas",68044278,,
2021,1560,"Developed economies: Asia and Oceania",68096153,,
2021,1530,"Developed economies: Asia",55592063,,
2021,1550,"Developed economies: Oceania",12504090,,
2021,1540,"Developed economies: Europe",120581855,,
2021,1600,"Developing economies excluding China",336036981,,
2021,1601,"Developing economies excluding LDCs",581843031,,
2021,1610,"LDCs (Least developed countries)",11139650,,
2021,1614,"LDCs: Africa",5828904,,
2021,1612,"LDCs: Asia",5116846,,
2021,1615,"LDCs: Islands and Haiti",193900,,
2021,1640,"SIDS (Small island developing States) (UN-OHRLLS)",47982302,,
2021,1641,"SIDS: Atlantic and Indian Ocean",516152,,
2021,1642,"SIDS: Caribbean",9373491,,
2021,1643,"SIDS: Pacific",38092659,,
2021,2711,"BRICS",338903704,,
2021,3412,"European Union (2020 …)",103848263,,
2021,3916,"G20 (Group of Twenty)",514276076,,
2021,3919,"G-77 (Group of 77)",535913513,,
2021,3905,"OECD (Organisation for Economic Cooperation and Development)",277753089,,
2022,0000,"World",855154871,,
2022,5100,"Africa",36622876,,
2022,5110,"Northern Africa",19198406,,
2022,5120,"Sub-Saharan Africa",17424470,,
2022,5121,"Eastern Africa",4039092,,
2022,5122,"Middle Africa",2246041,,
2022,5123,"Southern Africa",4221628,,
2022,5124,"Western Africa",6917709,,
2022,5200,"Americas",127674455,,
2022,5210,"Northern America",68267335,,
2022,5220,"Latin America and the Caribbean",59407120,,
2022,5221,"Caribbean",9189911,,
2022,5222,"Central America",21447418,,
2022,5223,"South America",28769791,,
2022,5300,"Asia",562445602,,
2022,5330,"Eastern Asia",351017113,,
2022,5350,"South-eastern Asia",119840253,,
2022,5320,"Southern Asia",35474739,,
2022,5340,"Western Asia",56113497,,
2022,5400,"Europe",115085050,,
2022,5410,"Eastern Europe",8003052,,
2022,5420,"Northern Europe",18162270,,
2022,5430,"Southern Europe",42327970,,
2022,5440,"Western Europe",46591758,,
2022,5500,"Oceania",13326889,,
2022,5520,"Australia and New Zealand",12803649,,
2022,5510,"Oceania excluding Australia and New Zealand",523240,,
2022,008,"Albania",132965,,
2022,012,"Algeria",1530969,,
2022,024,"Angola",678333,,
2022,028,"Antigua and Barbuda",28000,,
2022,032,"Argentina",1667161,,
2022,533,"Aruba",64771,,
2022,036,"Australia",9377619,,
2022,044,"Bahamas",1702995,,
2022,048,"Bahrain",383435,,
2022,050,"Bangladesh",3200236,,
2022,052,"Barbados",97000,,
2022,056,"Belgium",12334925,,
2022,084,"Belize",47264,,
2022,076,"Brazil",11683239,,
2022,096,"Brunei Darussalam",104000,,
2022,100,"Bulgaria",254854,,
2022,132,"Cabo Verde",82871,,
2022,116,"Cambodia",750148,,
2022,120,"Cameroon",338412,,
2022,124,"Canada",7075877,,
2022,136,"Cayman Islands",40829,,
2022,152,"Chile",4203293,,
2022,156,"China",268790000,,
2022,344,"China, Hong Kong SAR",16573000,,
2022,158,"China, Taiwan Province of",14689486,,
2022,170,"Colombia",4480670,,
2022,178,"Congo",1000000,,
2022,188,"Costa Rica",1594323,,
2022,384,"Cote d'Ivoire",1083605,,
2022,191,"Croatia",544015,,
2022,192,"Cuba",261080,,
2022,531,"Curacao",100835,,
2022,196,"Cyprus",371740,,
2022,180,"Dem. Rep. of the Congo",,,"Not publishable"
2022,208,"Denmark",1079406,,
2022,262,"Djibouti",635000,,
2022,214,"Dominican Republic",2043326,,
2022,218,"Ecuador",2333272,,
2022,818,"Egypt",7646643,,
2022,222,"El Salvador",242307,,
2022,226,"Equatorial Guinea",,,"Not publishable"
2022,233,"Estonia",288208,,
2022,246,"Finland",1446004,,
2022,250,"France",5593633,,
2022,254,"French Guiana",72420,,
2022,258,"French Polynesia",84772,,
2022,266,"Gabon",180878,,
2022,268,"Georgia",477357,,
2022,276,"Germany",13733867,,
2022,288,"Ghana",1244245,,
2022,300,"Greece",5707876,,
2022,308,"Grenada",20299,,
2022,312,"Guadeloupe",235699,,
2022,316,"Guam",,,"Not publishable"
2022,320,"Guatemala",1660504,,
2022,324,"Guinea",,,"Not publishable"
2022,328,"Guyana",,,"Not publishable"
2022,332,"Haiti",200297,,
2022,340,"Honduras",923321,,
2022,352,"Iceland",360000,,
2022,356,"India",19717168,,
2022,360,"Indonesia",13281232,,
2022,364,"Iran (Islamic Republic of)",,,"Not publishable"
2022,372,"Ireland",1154803,,
2022,376,"Israel",3118000,,
2022,380,"Italy",11577612,,
2022,388,"Jamaica",2137500,,
2022,392,"Japan",22462583,,
2022,400,"Jordan",852554,,
2022,404,"Kenya",1430000,,
2022,428,"Latvia",471684,,
2022,422,"Lebanon",434218,,
2022,434,"Libya",428760,,
2022,440,"Lithuania",1047941,,
2022,458,"Malaysia",27293935,,
2022,470,"Malta",2993799,,
2022,474,"Martinique",192133,,
2022,480,"Mauritius",407825,,
2022,175,"Mayotte",,,"Not publishable"
2022,484,"Mexico",8307884,,
2022,499,"Montenegro",,,"Not publishable"
2022,504,"Morocco",8840340,,
2022,508,"Mozambique",420500,"Estimated",
2022,104,"Myanmar",846426,,
2022,516,"Namibia",168278,,
2022,528,"Netherlands (Kingdom of the)",14929333,,
2022,530,"Netherlands Antilles",,,"Not applicable"
2022,540,"New Caledonia",,,"Not publishable"
2022,554,"New Zealand",3426030,,
2022,558,"Nicaragua",153390,,
2022,566,"Nigeria",1566109,,
2022,578,"Norway",933300,,
2022,512,"Oman",5228483,,
2022,586,"Pakistan",3383580,,
2022,591,"Panama",8518425,,
2022,598,"Papua New Guinea",200000,,
2022,604,"Peru",2865239,,
2022,608,"Philippines",9258516,,
2022,616,"Poland",3061848,,
2022,620,"Portugal",3153877,,
2022,630,"Puerto Rico",1398600,,
2022,634,"Qatar",1408804,,
2022,410,"Republic of Korea",28502044,,
2022,638,"Reunion",372109,,
2022,642,"Romania",772046,,
2022,643,"Russian Federation",3914304,,
2022,662,"Saint Lucia",38973,,
2022,670,"Saint Vincent and the Grenadines",23830,"Revised more than 20% in relation to the previous update.",
2022,882,"Samoa",45680,,
2022,682,"Saudi Arabia",10469213,,
2022,686,"Senegal",738000,,
2022,702,"Singapore",37289600,,
2022,534,"Sint Maarten (Dutch part)",,,"Not publishable"
2022,705,"Slovenia",1017798,,
2022,710,"South Africa",4053350,,
2022,724,"Spain",17161676,,
2022,144,"Sri Lanka",6860000,,
2022,729,"Sudan",,,"Not publishable"
2022,736,"Sudan (...2011)",,,"Not applicable"
2022,740,"Suriname",103874,,
2022,752,"Sweden",1631248,,
2022,760,"Syrian Arab Republic",,,"Not publishable"
2022,764,"Thailand",10497112,,
2022,768,"Togo",1952879,,
2022,780,"Trinidad and Tobago",498544,,
2022,788,"Tunisia",431420,,
2022,792,"Turkiye",12366172,,
2022,804,"Ukraine",,,"Not publishable"
2022,784,"United Arab Emirates",20391675,,
2022,826,"United Kingdom",9749676,,
2022,834,"United Republic of Tanzania",700000,,
2022,840,"United States",61191458,,
2022,858,"Uruguay",1080445,,
2022,862,"Venezuela (Bolivarian Rep. of)",,,"Not publishable"
2022,704,"Viet Nam",20519284,,
2022,887,"Yemen",368498,,
2022,5600,"Asia and Oceania",575772491,,
2022,5702,"Northern America and Europe",183352385,,
2022,5706,"Europe, Northern America, Australia and New Zealand",196156034,,
2022,5703,"Central and Southern Asia",35474739,,
2022,5704,"Eastern and South-Eastern Asia",470857366,,
2022,5705,"Western Asia and Northern Africa",75311903,,
2022,1400,"Developing economies",604544471,,
2022,1410,"Developing economies: Africa",36622876,,
2022,1411,"Developing economies: Northern Africa",19198406,,
2022,1412,"Developing economies: Sub-Saharan Africa",17424470,,
2022,1420,"Developing economies: Americas",59407120,,
2022,1460,"Developing economies: Asia and Oceania",508514475,,
2022,1430,"Developing economies: Asia",507991235,,
2022,1433,"Developing economies: Eastern Asia",300052486,,
2022,1435,"Developing economies: South-eastern Asia",119840253,,
2022,1432,"Developing economies: Southern Asia",35474739,,
2022,1434,"Developing economies: Western Asia",52623757,,
2022,1450,"Developing economies: Oceania",523240,,
2022,1500,"Developed economies",250610401,,
2022,1520,"Developed economies: Americas",68267335,,
2022,1560,"Developed economies: Asia and Oceania",67258016,,
2022,1530,"Developed economies: Asia",54454367,,
2022,1550,"Developed economies: Oceania",12803649,,
2022,1540,"Developed economies: Europe",115085050,,
2022,1600,"Developing economies excluding China",335754471,,
2022,1601,"Developing economies excluding LDCs",593441669,,
2022,1610,"LDCs (Least developed countries)",11102802,,
2022,1614,"LDCs: Africa",5737197,,
2022,1612,"LDCs: Asia",5165308,,
2022,1615,"LDCs: Islands and Haiti",200297,,
2022,1640,"SIDS (Small island developing States) (UN-OHRLLS)",47702962,,
2022,1641,"SIDS: Atlantic and Indian Ocean",490696,,
2022,1642,"SIDS: Caribbean",9399426,,
2022,1643,"SIDS: Pacific",37812840,,
2022,2711,"BRICS",351791366,,
2022,3412,"European Union (2020 …)",101274212,,
2022,3916,"G20 (Group of Twenty)",523514092,,
2022,3919,"G-77 (Group of 77)",549196758,,
2022,3905,"OECD (Organisation for Economic Cooperation and Development)",273486687,,
2023,0000,"World",860605228,,
2023,5100,"Africa",39679007,,
2023,5110,"Northern Africa",21101378,,
2023,5120,"Sub-Saharan Africa",18577629,,
2023,5121,"Eastern Africa",4664936,,
2023,5122,"Middle Africa",2233221,,
2023,5123,"Southern Africa",4284704,,
2023,5124,"Western Africa",7394768,,
2023,5200,"Americas",120291587,,
2023,5210,"Northern America",60721504,,
2023,5220,"Latin America and the Caribbean",59570083,,
2023,5221,"Caribbean",8901516,,
2023,5222,"Central America",21409244,,
2023,5223,"South America",29259323,,
2023,5300,"Asia",577200591,,
2023,5330,"Eastern Asia",358203977,,
2023,5350,"South-eastern Asia",122837208,,
2023,5320,"Southern Asia",37776518,,
2023,5340,"Western Asia",58382888,,
2023,5400,"Europe",110444154,,
2023,5410,"Eastern Europe",8693706,,
2023,5420,"Northern Europe",17130010,,
2023,5430,"Southern Europe",41548311,,
2023,5440,"Western Europe",43072127,,
2023,5500,"Oceania",12989889,,
2023,5520,"Australia and New Zealand",12467653,,
2023,5510,"Oceania excluding Australia and New Zealand",522236,,
2023,008,"Albania",184017,,
2023,012,"Algeria",1545930,"Estimated",
2023,024,"Angola",662054,,
2023,028,"Antigua and Barbuda",29000,,
2023,032,"Argentina",1490437,,
2023,533,"Aruba",64753,,
2023,036,"Australia",9283435,,
2023,044,"Bahamas",1469256,,
2023,048,"Bahrain",404097,,
2023,050,"Bangladesh",3225732,,
2023,052,"Barbados",101300,,
2023,056,"Belgium",11482434,,
2023,084,"Belize",21279,,
2023,076,"Brazil",11613563,,
2023,096,"Brunei Darussalam",99000,,
2023,100,"Bulgaria",282160,,
2023,132,"Cabo Verde",83828,,
2023,116,"Cambodia",797778,,
2023,120,"Cameroon",348470,,
2023,124,"Canada",6102646,,
2023,136,"Cayman Islands",,,"Not publishable"
2023,152,"Chile",4322878,,
2023,156,"China",278759834,,
2023,344,"China, Hong Kong SAR",14345000,,
2023,158,"China, Taiwan Province of",13596979,,
2023,170,"Colombia",4503448,,
2023,178,"Congo",1001000,,
2023,188,"Costa Rica",1658363,,
2023,384,"Cote d'Ivoire",1476195,,
2023,191,"Croatia",555336,,
2023,192,"Cuba",281140,,
2023,531,"Curacao",98051,,
2023,196,"Cyprus",389864,,
2023,180,"Dem. Rep. of the Congo",,,"Not publishable"
2023,208,"Denmark",926423,,
2023,262,"Djibouti",886831,,
2023,214,"Dominican Republic",2101589,,
2023,218,"Ecuador",2604311,,
2023,818,"Egypt",8360875,,
2023,222,"El Salvador",256043,,
2023,226,"Equatorial Guinea",,,"Not publishable"
2023,233,"Estonia",221405,,
2023,246,"Finland",1368831,,
2023,250,"France",4869539,,
2023,254,"French Guiana",75777,,
2023,258,"French Polynesia",,,"Not publishable"
2023,266,"Gabon",173279,,
2023,268,"Georgia",701550,,
2023,276,"Germany",12608856,,
2023,288,"Ghana",1226635,,
2023,300,"Greece",5926627,,
2023,308,"Grenada",,,"Not publishable"
2023,312,"Guadeloupe",216500,,
2023,316,"Guam",,,"Not publishable"
2023,320,"Guatemala",1768269,,
2023,324,"Guinea",286286,,
2023,328,"Guyana",,,"Not publishable"
2023,332,"Haiti",201888,,
2023,340,"Honduras",907410,,
2023,352,"Iceland",425000,,
2023,356,"India",22208000,,
2023,360,"Indonesia",13734424,,
2023,364,"Iran (Islamic Republic of)",,,"Not publishable"
2023,372,"Ireland",1097574,"Revised more than 20% in relation to the previous update.",
2023,376,"Israel",3123896,,
2023,380,"Italy",11303925,,
2023,388,"Jamaica",1995000,,
2023,392,"Japan",21499023,,
2023,400,"Jordan",898736,,
2023,404,"Kenya",1623080,,
2023,428,"Latvia",468895,,
2023,422,"Lebanon",,,"Not publishable"
2023,434,"Libya",465168,,
2023,440,"Lithuania",1050804,,
2023,458,"Malaysia",28246849,,
2023,470,"Malta",2907257,,
2023,474,"Martinique",187252,,
2023,480,"Mauritius",448527,,
2023,175,"Mayotte",,,"Not publishable"
2023,484,"Mexico",8319202,,
2023,499,"Montenegro",35085,,
2023,504,"Morocco",9964417,,
2023,508,"Mozambique",489000,"Estimated",
2023,104,"Myanmar",761557,,
2023,516,"Namibia",160883,,
2023,528,"Netherlands (Kingdom of the)",14111298,,
2023,530,"Netherlands Antilles",,,"Not applicable"
2023,540,"New Caledonia",,,"Not publishable"
2023,554,"New Zealand",3184218,,
2023,558,"Nicaragua",155815,,
2023,566,"Nigeria",1566109,,
2023,578,"Norway",882560,,
2023,512,"Oman",4608110,,
2023,586,"Pakistan",2909000,,
2023,591,"Panama",8322863,,
2023,598,"Papua New Guinea",,,"Not publishable"
2023,604,"Peru",3144220,,
2023,608,"Philippines",8803874,,
2023,616,"Poland",2995174,,
2023,620,"Portugal",3189770,,
2023,630,"Puerto Rico",1349400,,
2023,634,"Qatar",1318414,,
2023,410,"Republic of Korea",30003141,,
2023,638,"Reunion",323840,,
2023,642,"Romania",830201,,
2023,643,"Russian Federation",4586171,,
2023,662,"Saint Lucia",37054,,
2023,670,"Saint Vincent and the Grenadines",20299,,
2023,882,"Samoa",44676,,
2023,682,"Saudi Arabia",11379951,,
2023,686,"Senegal",848276,,
2023,702,"Singapore",39010000,,
2023,534,"Sint Maarten (Dutch part)",,,"Not publishable"
2023,705,"Slovenia",1066093,,
2023,710,"South Africa",4123821,,
2023,724,"Spain",16380201,,
2023,144,"Sri Lanka",6940000,,
2023,729,"Sudan",,,"Not publishable"
2023,736,"Sudan (...2011)",,,"Not applicable"
2023,740,"Suriname",104511,,
2023,752,"Sweden",1598378,,
2023,760,"Syrian Arab Republic",,,"Not publishable"
2023,764,"Thailand",10313980,,
2023,768,"Togo",1907439,,
2023,780,"Trinidad and Tobago",545177,,
2023,788,"Tunisia",444714,,
2023,792,"Turkiye",12554581,,
2023,804,"Ukraine",,,"Not publishable"
2023,784,"United Arab Emirates",21531172,,
2023,826,"United Kingdom",9090140,,
2023,834,"United Republic of Tanzania",,,"Not publishable"
2023,840,"United States",54618858,,
2023,858,"Uruguay",1120000,,
2023,862,"Venezuela (Bolivarian Rep. of)",,,"Not publishable"
2023,704,"Viet Nam",21069746,,
2023,887,"Yemen",,,"Not publishable"
2023,5600,"Asia and Oceania",590190480,,
2023,5702,"Northern America and Europe",171165658,,
2023,5706,"Europe, Northern America, Australia and New Zealand",183633311,,
2023,5703,"Central and Southern Asia",37776518,,
2023,5704,"Eastern and South-Eastern Asia",481041185,,
2023,5705,"Western Asia and Northern Africa",79484266,,
2023,1400,"Developing economies",621955993,,
2023,1410,"Developing economies: Africa",39679007,,
2023,1411,"Developing economies: Northern Africa",21101378,,
2023,1412,"Developing economies: Sub-Saharan Africa",18577629,,
2023,1420,"Developing economies: Americas",59570083,,
2023,1460,"Developing economies: Asia and Oceania",522706903,,
2023,1430,"Developing economies: Asia",522184667,,
2023,1433,"Developing economies: Eastern Asia",306701813,,
2023,1435,"Developing economies: South-eastern Asia",122837208,,
2023,1432,"Developing economies: Southern Asia",37776518,,
2023,1434,"Developing economies: Western Asia",54869128,,
2023,1450,"Developing economies: Oceania",522236,,
2023,1500,"Developed economies",238649235,,
2023,1520,"Developed economies: Americas",60721504,,
2023,1560,"Developed economies: Asia and Oceania",67483577,,
2023,1530,"Developed economies: Asia",55015924,,
2023,1550,"Developed economies: Oceania",12467653,,
2023,1540,"Developed economies: Europe",110444154,,
2023,1600,"Developing economies excluding China",343196159,,
2023,1601,"Developing economies excluding LDCs",610338169,,
2023,1610,"LDCs (Least developed countries)",11617824,,
2023,1614,"LDCs: Africa",6262371,,
2023,1612,"LDCs: Asia",5153565,,
2023,1615,"LDCs: Islands and Haiti",201888,,
2023,1640,"SIDS (Small island developing States) (UN-OHRLLS)",49150274,,
2023,1641,"SIDS: Atlantic and Indian Ocean",532355,,
2023,1642,"SIDS: Caribbean",9085683,,
2023,1643,"SIDS: Pacific",39532236,,
2023,2711,"BRICS",367411646,,
2023,3412,"European Union (2020 …)",96508072,,
2023,3916,"G20 (Group of Twenty)",528149547,,
2023,3919,"G-77 (Group of 77)",569591863,,
2023,3905,"OECD (Organisation for Economic Cooperation and Development)",261114643,,
2024,0000,"World",920300805,,
2024,5100,"Africa",44341039,,
2024,5110,"Northern Africa",23475654,,
2024,5120,"Sub-Saharan Africa",20865385,,
2024,5121,"Eastern Africa",5589383,,
2024,5122,"Middle Africa",2334581,,
2024,5123,"Southern Africa",4474833,,
2024,5124,"Western Africa",8466588,,
2024,5200,"Americas",131990232,,
2024,5210,"Northern America",66101528,,
2024,5220,"Latin America and the Caribbean",65888704,,
2024,5221,"Caribbean",9308400,,
2024,5222,"Central America",23932341,,
2024,5223,"South America",32647963,,
2024,5300,"Asia",613209077,,
2024,5330,"Eastern Asia",381064653,,
2024,5350,"South-eastern Asia",133478102,,
2024,5320,"Southern Asia",41293867,,
2024,5340,"Western Asia",57372455,,
2024,5400,"Europe",117279309,,
2024,5410,"Eastern Europe",9744025,,
2024,5420,"Northern Europe",17834355,,
2024,5430,"Southern Europe",44123577,,
2024,5440,"Western Europe",45577352,,
2024,5500,"Oceania",13481148,,
2024,5520,"Australia and New Zealand",12950571,,
2024,5510,"Oceania excluding Australia and New Zealand",530577,,
2024,008,"Albania",,,"Not publishable"
2024,012,"Algeria",1827788,"Estimated",
2024,024,"Angola",709221,,
2024,028,"Antigua and Barbuda",28000,,
2024,032,"Argentina",1471434,,
2024,533,"Aruba",64800,,
2024,036,"Australia",9579396,,
2024,044,"Bahamas",1540740,,
2024,048,"Bahrain",409382,,
2024,050,"Bangladesh",3353732,,
2024,052,"Barbados",,,"Not publishable"
2024,056,"Belgium",12395047,,
2024,084,"Belize",,,"Not publishable"
2024,076,"Brazil",13893906,,
2024,096,"Brunei Darussalam",,,"Not publishable"
2024,100,"Bulgaria",296350,,
2024,132,"Cabo Verde",89382,,
2024,116,"Cambodia",1030000,,
2024,120,"Cameroon",350000,,
2024,124,"Canada",6394038,,
2024,136,"Cayman Islands",46658,,
2024,152,"Chile",4474125,,
2024,156,"China",299703800,,
2024,344,"China, Hong Kong SAR",13690000,,
2024,158,"China, Taiwan Province of",13933246,,
2024,170,"Colombia",5188127,,
2024,178,"Congo",1046064,,
2024,188,"Costa Rica",1717439,,
2024,384,"Cote d'Ivoire",1802000,,
2024,191,"Croatia",532451,,
2024,192,"Cuba",,,"Not publishable"
2024,531,"Curacao",98100,,
2024,196,"Cyprus",386498,,
2024,180,"Dem. Rep. of the Congo",,,"Not publishable"
2024,208,"Denmark",935848,,
2024,262,"Djibouti",1293000,,
2024,214,"Dominican Republic",2110608,,
2024,218,"Ecuador",2567040,,
2024,818,"Egypt",8581339,,
2024,222,"El Salvador",255017,,
2024,226,"Equatorial Guinea",,,"Not publishable"
2024,233,"Estonia",261822,,
2024,246,"Finland",1317452,,
2024,250,"France",5371045,,
2024,254,"French Guiana",75193,,
2024,258,"French Polynesia",,,"Not publishable"
2024,266,"Gabon",180878,,
2024,268,"Georgia",636497,,
2024,276,"Germany",13294081,,
2024,288,"Ghana",1701246,,
2024,300,"Greece",5691448,,
2024,308,"Grenada",,,"Not publishable"
2024,312,"Guadeloupe",202653,,
2024,316,"Guam",,,"Not publishable"
2024,320,"Guatemala",2010490,,
2024,324,"Guinea",,,"Not publishable"
2024,328,"Guyana",,,"Not publishable"
2024,332,"Haiti",201514,,
2024,340,"Honduras",905497,,
2024,352,"Iceland",,,"Not publishable"
2024,356,"India",23898000,,
2024,360,"Indonesia",14709550,,
2024,364,"Iran (Islamic Republic of)",2921359,,
2024,372,"Ireland",1209552,,
2024,376,"Israel",3059136,,
2024,380,"Italy",11927016,,
2024,388,"Jamaica",2349405,,
2024,392,"Japan",21886683,,
2024,400,"Jordan",824199,,
2024,404,"Kenya",2005076,,
2024,428,"Latvia",490971,,
2024,422,"Lebanon",762062,,
2024,434,"Libya",,,"Not publishable"
2024,440,"Lithuania",1068771,,
2024,458,"Malaysia",30659850,,
2024,470,"Malta",2967924,,
2024,474,"Martinique",187666,,
2024,480,"Mauritius",468254,,
2024,175,"Mayotte",,,"Not publishable"
2024,484,"Mexico",9284170,,
2024,499,"Montenegro",17263,,
2024,504,"Morocco",11789130,,
2024,508,"Mozambique",,,"Not publishable"
2024,104,"Myanmar",782951,,
2024,516,"Namibia",171151,,
2024,528,"Netherlands (Kingdom of the)",14517179,,
2024,530,"Netherlands Antilles",,,"Not applicable"
2024,540,"New Caledonia",,,"Not publishable"
2024,554,"New Zealand",3371175,,
2024,558,"Nicaragua",167682,,
2024,566,"Nigeria",,,"Not publishable"
2024,578,"Norway",862983,,
2024,512,"Oman",4246786,,
2024,586,"Pakistan",3338000,,
2024,591,"Panama",9570767,,
2024,598,"Papua New Guinea",,,"Not publishable"
2024,604,"Peru",3477011,,
2024,608,"Philippines",9216842,,
2024,616,"Poland",3270784,,
2024,620,"Portugal",3541777,,
